0,0,0
1,1,1
1,1,1
1,1,2
2,1,2
3,1,3
3,1,4
4,2,5
4,2,5
5,2,6
6,2,7
6,3,7
7,3,8
7,4,9
8,4,10
9,5,10
9,6,11
10,7,12
10,7,12
11,8,13
12,8,14
12,9,15
13,10,15
13,10,16
14,11,17
15,11,17
15,12,18
16,12,19
16,13,20
17,13,20
18,14,21
18,15,22
19,15,22
19,16,23
20,16,24
21,17,25
22,17,26
23,17,27
24,18,28
26,19,28
27,19,29
28,20,30
29,20,30
30,21,31
32,21,31
34,22,32
35,22,33
35,23,33
37,23,34
38,24,35
38,24,36
39,25,36
41,25,36
41,26,37
41,26,37
44,27,37
45,28,38
45,28,38
45,29,41
45,29,41
46,30,41
49,31,41
52,31,42
52,32,44
52,33,44
53,33,44
53,34,45
53,35,47
53,35,47
55,36,50
56,37,50
56,38,51
56,41,51
56,42,53
59,42,54
59,42,56
59,43,56
59,43,56
60,43,57
63,43,57
63,44,57
63,46,59
64,46,60
64,47,60
64,48,62
66,48,62
66,50,62
66,51,63
67,51,63
67,53,63
67,54,65
67,55,65
68,56,66
69,57,67
70,59,68
72,60,69
73,61,70
74,63,71
75,64,72
77,66,73
78,67,74
79,68,75
81,70,76
82,71,77
83,73,78
84,74,79
86,75,80
87,77,81
88,78,82
90,80,83
90,81,83
91,82,84
92,83,85
92,84,85
93,85,86
94,86,87
95,87,88
95,88,88
96,90,89
97,91,90
97,92,90
98,93,91
99,94,92
100,95,93
100,96,93
101,97,94
102,98,95
103,100,96
103,100,96
104,101,97
105,102,98
106,103,99
107,104,100
108,105,101
109,105,102
110,106,103
111,107,104
112,108,105
113,109,106
114,110,107
115,110,108
116,111,109
117,112,110
118,113,111
119,114,112
120,115,113
121,116,114
123,117,116
124,118,117
126,119,119
127,120,120
129,122,122
130,123,123
132,124,125
133,125,127
135,126,128
136,127,130
138,129,131
139,130,133
141,131,134
142,132,136
144,133,137
145,134,139
147,136,141
147,141,143
151,143,145
154,146,149
154,148,152
155,151,157
158,153,161
161,156,166
164,159,170
166,162,174
168,165,178
171,168,182
174,170,186
177,174,190
180,177,195
183,180,200
186,184,204
189,188,210
193,192,215
195,195,219
197,199,224
200,203,228
202,206,232
204,210,237
207,214,241
209,217,246
212,221,250
214,226,254
217,230,259
220,234,263
223,238,268
226,241,272
229,246,277
232,250,282
235,254,286
238,258,291
241,263,297
246,267,302
249,272,307
253,276,312
257,281,318
260,286,324
265,290,329
269,295,335
273,299,341
277,304,347
282,309,353
287,313,360
291,318,365
295,323,371
300,328,376
305,334,382
310,340,388
314,346,394
320,352,400
325,358,407
330,364,413
336,370,420
341,375,426
347,381,431
353,387,437
359,393,443
365,399,450
370,405,456
376,411,463
381,417,471
387,423,478
393,430,486
398,436,493
404,442,501
410,449,509
416,456,517
423,463,525
429,470,532
436,477,540
443,484,548
450,492,556
458,500,565
465,507,573
472,515,582
480,523,591
487,531,600
495,540,610
502,547,619
509,555,629
517,563,639
524,571,649
533,580,660
541,589,671
550,598,682
560,608,694
569,619,707
580,630,720
